ID_x,Woningkenmerken,RegioS,Perioden,GemiddeldAardgasverbruik_1,GemiddeldeElektriciteitslevering_2,GemiddeldeNettoElektriciteitslevering_3,Stadsverwarming_4,region_year,norm_prod_solar_smallpower,norm_prod_solar_bigpower,norm_prod_solar_allpower,norm_prod_wind,ParticuliereHuishoudensRelatief_2,GemiddeldGestandaardiseerdInkomen_3,MediaanGestandaardiseerdInkomen_4,GemiddeldBesteedbaarInkomen_5,MediaanBesteedbaarInkomen_6,GestandaardiseerdInkomen1e10Groep_7,GestandaardiseerdInkomen2e10Groep_8,GestandaardiseerdInkomen3e10Groep_9,GestandaardiseerdInkomen4e10Groep_10,GestandaardiseerdInkomen5e10Groep_11,GestandaardiseerdInkomen6e10Groep_12,GestandaardiseerdInkomen7e10Groep_13,GestandaardiseerdInkomen8e10Groep_14,GestandaardiseerdInkomen9e10Groep_15,GestandaardiseerdInkomen10e10Groep_16,ParticuliereHuishoudens_1,BevolkingAanHetBeginVanDePeriode_1,BevolkingAanHetEindeVanDePeriode_15,BevolkingsgroeiSinds1Januari_13,Bevolkingsgroei_11,EmigratieInclusiefAdmCorrecties_9,ID_y,Immigratie_6,LevendGeborenKinderen_2,OverigeCorrecties_10,Overledenen_3,TotaalVertrekInclAdmCorrecties_7,TotaleVestiging_4,VertrekNaarAndereGemeente_8,VestigingVanuitEenAndereGemeente_5,BevolkingsgroeiRelatief_12,BevolkingsgroeiSinds1JanuariRela_14,"(5, 'RegioS')","(5, 'Perioden')","(11, 'RegioS')","(11, 'Perioden')","(17, 'RegioS')","(17, 'Perioden')","(23, 'RegioS')","(23, 'Perioden')","(29, 'RegioS')","(29, 'Perioden')","(35, 'RegioS')","(35, 'Perioden')","(41, 'RegioS')","(41, 'Perioden')","(47, 'RegioS')","(47, 'Perioden')","(63, 'RegioS')","(63, 'Perioden')","(69, 'RegioS')","(69, 'Perioden')","(75, 'RegioS')","(75, 'Perioden')","(81, 'RegioS')","(81, 'Perioden')","(87, 'RegioS')","(87, 'Perioden')","(138, 'RegioS')","(138, 'Perioden')","(144, 'RegioS')","(144, 'Perioden')","(150, 'RegioS')","(150, 'Perioden')","(156, 'RegioS')","(156, 'Perioden')","(162, 'RegioS')","(162, 'Perioden')","(168, 'RegioS')","(168, 'Perioden')","(174, 'RegioS')","(174, 'Perioden')","(180, 'RegioS')","(180, 'Perioden')","(186, 'RegioS')","(186, 'Perioden')","(192, 'RegioS')","(192, 'Perioden')","(198, 'RegioS')","(198, 'Perioden')","(204, 'RegioS')","(204, 'Perioden')","(210, 'RegioS')","(210, 'Perioden')"
6746.0,T001100,ET0901,2022JJ00,1020.0,2820.0,2310.0,5.9,ET0901_2022JJ00,120.0,159.0,279.0,,100.0,35.339810834049864,32.09604471195185,52.76457437661221,44.97454858125537,10.889939810834049,7.6956147893379185,8.84522785898538,9.87274290627687,10.342218400687877,10.317282889079966,10.90541702493551,10.687876182287187,10.472055030094582,9.775580395528802,116.3,"275137,000000","279988,000000","4851,000000","4851,000000","2401,000000",486591,"5309,000000","3157,000000","0,000000","2420,000000","13536,000000","17650,000000","11135,000000","12341,000000","1,638000","1,638000",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6755.0,T001100,ET0902,2018JJ00,,,,,ET0902_2018JJ00,9.0,4.0,13.0,,100.0,29.76756032171582,26.86166219839142,44.55040214477212,38.268632707774806,5.892761394101877,9.297587131367294,10.839142091152814,10.72922252010724,10.946380697050936,11.05361930294906,10.836461126005362,10.324396782841823,10.378016085790886,8.973190348525469,37.3,"89909,000000","90852,000000","943,000000","943,000000","249,000000",406705,"415,000000","1031,000000","0,000000","716,000000","3538,000000","4166,000000","3289,000000","3751,000000","1,200000","1,200000",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6756.0,T001100,ET0902,2019JJ00,,,,,ET0902_2019JJ00,13.0,9.0,22.0,,100.0,32.257824933687,28.176657824933685,48.39177718832891,40.12758620689655,5.893899204244031,9.570291777188327,10.676392572944296,10.89389920424403,10.946949602122016,11.053050397877984,10.83554376657825,10.053050397877984,10.323607427055702,9.188328912466842,37.7,"90852,000000","92056,000000","1204,000000","1204,000000","225,000000",406744,"429,000000","1147,000000","2,000000","688,000000","3754,000000","4497,000000","3529,000000","4068,000000","1,823333","1,823333",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6757.0,T001100,ET0902,2020JJ00,1090.0,2890.0,,4.6,ET0902_2020JJ00,20.0,14.0,34.0,,100.0,32.6109375,29.59661458333333,48.76510416666667,42.040104166666666,6.619791666666667,9.348958333333334,9.890625,10.729166666666668,11.0,11.729166666666666,10.838541666666666,11.0546875,10.434895833333336,9.138020833333334,38.4,"92056,000000","92671,000000","615,000000","615,000000","254,000000",406783,"442,000000","1105,000000","-1,000000","836,000000","3887,000000","4234,000000","3633,000000","3792,000000","1,036667","1,036667",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6758.0,T001100,ET0902,2021JJ00,1230.0,2950.0,2610.0,4.6,ET0902_2021JJ00,26.0,20.0,45.0,,100.0,34.12207792207793,30.865714285714283,51.006753246753256,43.605194805194806,6.620779220779221,9.566233766233768,9.89090909090909,10.72987012987013,11.0,11.0,10.83896103896104,11.054545454545456,10.324675324675324,9.18961038961039,38.5,"92671,000000","93587,000000","916,000000","916,000000","332,000000",406822,"376,000000","1142,000000","-3,000000","844,000000","3789,000000","4410,000000","3457,000000","4034,000000","1,050000","1,050000",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6759.0,T001100,ET0902,2022JJ00,960.0,2770.0,2280.0,5.2,ET0902_2022JJ00,41.0,30.0,71.0,,100.0,33.62506393861892,32.63299232736573,49.98925831202045,46.22838874680307,5.6751918158567785,8.618925831202047,9.94373401534527,10.94373401534527,11.0,11.73145780051151,11.0,11.112531969309462,10.324808184143222,9.186700767263428,39.1,"93587,000000","94601,000000","1014,000000","1014,000000","383,000000",406861,"1104,000000","1097,000000","1,000000","792,000000","3765,000000","4473,000000","3382,000000","3369,000000","1,093333","1,093333",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6768.0,T001100,ET1001,2018JJ00,,,,,ET1001_2018JJ00,25.0,15.0,39.0,,100.0,30.286271870794074,27.112786002691784,45.77402422611036,39.55141318977119,6.157469717362045,8.098250336473754,10.164199192462988,10.97442799461642,11.577388963660834,11.244952893674292,10.944818304172273,11.06729475100942,10.29878869448183,9.33243606998654,74.3,"183817,000000","184975,000000","1158,000000","1158,000000","720,000000",610752,"950,000000","1881,000000","5,000000","1668,000000","8611,000000","9551,000000","7891,000000","8601,000000","0,455714","0,455714",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6769.0,T001100,ET1001,2019JJ00,,,,,ET1001_2019JJ00,34.0,21.0,55.0,,100.0,32.56018766756033,28.501876675603217,49.218900804289554,41.45026809651474,6.034852546916891,8.108579088471851,10.160857908847186,11.089812332439678,11.453083109919572,11.363270777479896,11.254691689008046,10.932975871313676,10.034852546916891,9.5201072386059,74.6,"184975,000000","186401,000000","1426,000000","1426,000000","628,000000",610843,"980,000000","2027,000000","10,000000","1644,000000","8335,000000","9368,000000","7707,000000","8388,000000","0,588571","0,588571",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6770.0,T001100,ET1001,2020JJ00,1290.0,3000.0,,,ET1001_2020JJ00,50.0,38.0,88.0,,100.0,33.02953642384106,29.61867549668875,50.0112582781457,43.08026490066226,5.89271523178808,8.324503311258278,10.213245033112583,10.912582781456956,11.241059602649008,11.113907284768214,11.527152317880796,10.811920529801329,10.15496688741722,9.451655629139076,75.5,"186401,000000","187545,000000","1144,000000","1144,000000","610,000000",610934,"903,000000","1901,000000","-15,000000","1903,000000","8479,000000","9640,000000","7869,000000","8737,000000","0,590000","0,590000",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6771.0,T001100,ET1001,2021JJ00,1450.0,3050.0,2650.0,,ET1001_2021JJ00,60.0,48.0,108.0,16.0,100.0,34.391338582677164,30.9501312335958,51.84790026246719,44.79015748031496,5.76771653543307,8.469816272965879,10.122047244094489,11.454068241469816,11.37007874015748,11.456692913385826,10.91732283464567,11.0,10.194225721784775,9.31758530183727,76.2,"187545,000000","188913,000000","1368,000000","1368,000000","641,000000",611025,"747,000000","2040,000000","-5,000000","1860,000000","8115,000000","9308,000000","7474,000000","8561,000000","0,792857","0,792857",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6772.0,T001100,ET1001,2022JJ00,1140.0,2890.0,2340.0,,ET1001_2022JJ00,90.0,84.0,174.0,35.0,99.99999999999996,36.15064766839377,32.62370466321242,54.36696891191709,46.97487046632124,5.892487046632123,8.738341968911916,9.871761658031089,11.185233160621758,11.24481865284974,11.310880829015543,11.045336787564764,10.72927461139896,10.12823834196891,9.588082901554404,77.2,"188913,000000","190901,000000","1988,000000","1988,000000","895,000000",611116,"2133,000000","1919,000000","0,000000","1869,000000","8082,000000","10020,000000","7187,000000","7887,000000","1,248571","1,248571",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
,,ET1001,2023JJ00,,,,,ET1001_2023JJ00,,,,,,,,,,,,,,,,,,,,,"190901,000000","192091,000000","1190,000000","1190,000000","986,000000",611207,"1152,000000","1839,000000","0,000000","1804,000000","8208,000000","9363,000000","7222,000000","8211,000000","0,537143","0,537143",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6781.0,T001100,ET1101,2018JJ00,,,,,ET1101_2018JJ00,42.0,41.0,83.0,39.0,100.0,31.081199186991867,27.866565040650404,47.01880081300813,40.61382113821138,6.234756097560975,8.323170731707316,9.535569105691057,10.058943089430894,10.391260162601624,10.393292682926829,10.729674796747966,11.15650406504065,11.273373983739836,10.92581300813008,98.4,"190895,000000","193355,000000","2460,000000","2460,000000","929,000000",939276,"2543,000000","1950,000000","1,000000","1580,000000","8573,000000","10662,000000","7644,000000","8119,000000","1,287143","1,287143",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6782.0,T001100,ET1101,2019JJ00,,,,,ET1101_2019JJ00,51.0,58.0,109.0,40.0,100.0,33.354915590863946,29.1261171797418,50.52919563058589,42.30168818272095,6.35253227408143,8.448857994041706,9.922542204568025,9.948361469712015,10.776564051638529,10.210526315789473,10.614697120158889,11.160873882820256,11.47070506454816,11.000993048659383,100.7,"244052,000000","246565,000000","2513,000000","2513,000000","1546,000000",939380,"2716,000000","2430,000000","-14,000000","1967,000000","11076,000000","13140,000000","9530,000000","10424,000000","1,100000","1,100000",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6783.0,T001100,ET1101,2020JJ00,1320.0,3200.0,,,ET1101_2020JJ00,76.0,100.0,176.0,185.0,100.0,33.69550342130987,30.181133919843592,50.97096774193548,43.56881720430107,6.4525904203323545,8.323558162267839,10.124144672531768,9.956011730205278,10.466275659824046,10.123167155425218,10.520039100684262,11.161290322580644,11.190615835777123,11.001955034213095,102.3,"246565,000000","248674,000000","2109,000000","2109,000000","2244,000000",939484,"3089,000000","2542,000000","-7,000000","2327,000000","12254,000000","14155,000000","10010,000000","11066,000000","0,992500","0,992500",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6784.0,T001100,ET1101,2021JJ00,1480.0,3250.0,2770.0,,ET1101_2021JJ00,91.0,125.0,215.0,215.0,100.0,34.89710424710425,31.59285714285715,52.56640926640926,45.42258687258687,6.4507722007722,8.628378378378379,9.741312741312742,10.174710424710424,10.45752895752896,10.706563706563706,10.627413127413128,11.332046332046332,11.14092664092664,10.812741312741316,103.6,"248674,000000","250968,000000","2294,000000","2294,000000","2224,000000",939588,"2986,000000","2772,000000","1,000000","2366,000000","12063,000000","13950,000000","9839,000000","10964,000000","0,903750","0,903750",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6785.0,T001100,ET1101,2022JJ00,1160.0,3070.0,2400.0,,ET1101_2022JJ00,142.0,207.0,349.0,202.0,100.0,36.61992373689228,33.1813155386082,55.060343183984735,47.53717826501429,6.84556720686368,8.63298379408961,9.8465204957102,10.151572926596758,10.2697807435653,10.333651096282171,10.510009532888464,11.207816968541469,11.0743565300286,11.00285986653956,104.9,"250968,000000","254660,000000","3692,000000","3692,000000","3002,000000",939692,"5425,000000","2528,000000","-9,000000","2274,000000","12656,000000","16103,000000","9654,000000","10678,000000","1,551250","1,551250",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
,,ET1101,2023JJ00,,,,,ET1101_2023JJ00,,,,,,,,,,,,,,,,,,,,,"254660,000000","255663,000000","1003,000000","1003,000000","3171,000000",939796,"3537,000000","2551,000000","0,000000","2155,000000","13409,000000","14016,000000","10238,000000","10479,000000","0,492500","0,492500",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6794.0,T001100,ET1201,2018JJ00,,,,,ET1201_2018JJ00,47.0,22.0,69.0,11.0,100.0,29.87981157469717,26.865881561238226,43.49434724091521,37.14670255720054,7.236204576043068,9.335800807537014,10.524899057873489,10.339165545087484,11.098250336473756,11.05114401076716,11.127187079407806,10.8257065948856,10.082772543741587,9.37819650067295,148.6,"338814,000000","340450,000000","1636,000000","1636,000000","1149,000000",622890,"1889,000000","2919,000000","4,000000","3462,000000","13884,000000","16059,000000","12735,000000","14170,000000","0,234286","0,234286",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6795.0,T001100,ET1201,2019JJ00,,,,,ET1201_2019JJ00,61.0,33.0,93.0,9.0,100.0,32.084903139612564,28.18476953907816,46.7377421509686,38.79131596526386,6.7561790247161,9.59185036740147,10.466265865063464,10.288577154308618,10.563794255177022,10.953239812959254,10.90380761523046,11.017368069472278,9.887107548430194,9.384101536406146,149.7,"340450,000000","342526,000000","2076,000000","2076,000000","1345,000000",622981,"1955,000000","2912,000000","-16,000000","3576,000000","13472,000000","16228,000000","12127,000000","14273,000000","0,422857","0,422857",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6796.0,T001100,ET1201,2020JJ00,1290.0,2890.0,,,ET1201_2020JJ00,87.0,76.0,162.0,,100.0,32.71540504648075,29.406706507304115,47.68705179282869,40.3452855245684,7.144090305444888,9.436254980079685,9.98140770252324,10.337981407702523,10.6128818061089,11.11022576361222,10.964143426294822,10.924302788844622,10.07835325365206,9.282868525896411,150.6,"342526,000000","344488,000000","1962,000000","1962,000000","1035,000000",623072,"1683,000000","2981,000000","-8,000000","3818,000000","14254,000000","17061,000000","13219,000000","15378,000000","0,630000","0,630000",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
6797.0,T001100,ET1201,2021JJ00,1450.0,2940.0,2560.0,,ET1201_2021JJ00,109.0,181.0,290.0,,100.0,34.10295857988165,30.67337278106509,49.59474030243261,41.85016436554898,7.094017094017095,9.171597633136091,9.980933596318213,10.794871794871796,10.70940170940171,10.90466798159106,11.000000000000002,10.342537804076269,9.93293885601578,9.23405654174885,152.1,"344488,000000","346127,000000","1639,000000","1639,000000","1175,000000",623163,"1557,000000","3119,000000","-15,000000","3764,000000","14248,000000","16547,000000","13073,000000","14990,000000","0,488571","0,488571",ET0101,2023JJ00,ET0201,2023JJ00,ET0301,2023JJ00,ET0401,2023JJ00,ET0501,2023JJ00,ET0601,2023JJ00,ET0701,2023JJ00,ET0801,2023JJ00,ET1001,2023JJ00,ET1101,2023JJ00,ET1201,2023JJ00,ET1301,2023JJ00,ET1401,2023JJ00,ET1701,2023JJ00,ET1801,2023JJ00,ET1901,2023JJ00,ET2001,2023JJ00,ET2101,2023JJ00,ET2201,2023JJ00,ET2301,2023JJ00,ET2401,2023JJ00,ET2501,2023JJ00,ET2601,2023JJ00,ET2701,2023JJ00,ET2801,2023JJ00,ET2901,2023JJ00
